File_ID;Group_ID;Rating_1;Rating_2;Rating_3;Rating_4;Rating_5
img_1703.png;N;1;1;1;1;1
img_1704.png;N;1;0;0;0;0
img_1705.png;N;1;0;0;1;0
img_1706.png;N;2;1;2;2;1
img_1707.png;N;1;0;0;0;1
img_1708.png;N;0;0;0;0;0
img_1709.png;N;1;0;1;1;0
img_1710.png;N;1;1;1;1;1
img_1711.png;N;1;1;1;1;1
img_1712.png;N;1;1;1;1;1
img_1713.png;N;1;1;1;1;1
img_1714.png;N;2;1;1;1;1
img_1715.png;N;0;0;1;0;0
img_1716.png;N;2;2;2;2;2
img_1717.png;N;2;1;1;1;1
img_1718.png;N;0;0;0;0;0
img_1719.png;N;2;2;2;2;2
img_1720.png;N;0;0;0;0;0
img_1721.png;N;2;2;2;2;2
img_1722.png;N;0;0;0;0;0
img_1723.png;N;2;1;1;1;1
img_1724.png;N;0;0;0;0;0
img_1725.png;N;0;0;0;0;0
img_1726.png;N;2;1;2;1;1
img_1727.png;N;2;1;2;1;2
img_1728.png;N;1;1;1;1;1
img_1729.png;N;1;1;1;1;1
img_1730.png;N;2;2;2;2;2
img_1731.png;N;0;0;0;0;0
img_1732.png;N;0;0;0;0;0
img_1733.png;N;1;1;1;1;1
img_1734.png;N;2;1;2;2;1
img_1735.png;N;2;1;2;2;1
img_1736.png;N;0;0;0;0;0
img_1737.png;N;1;0;0;0;0
img_1738.png;N;1;1;1;1;1
img_1739.png;N;2;2;2;2;2
img_1740.png;N;2;1;2;2;1
img_1741.png;N;0;0;0;0;0
img_1742.png;N;1;0;0;0;0
img_1743.png;N;0;0;0;0;0
img_1744.png;N;1;0;0;0;0
img_1745.png;N;1;1;1;1;1
img_1746.png;N;2;1;2;2;1
img_1747.png;N;1;0;0;0;1
img_1748.png;N;0;0;0;0;0
img_1749.png;N;1;0;0;0;0
img_1750.png;N;1;1;1;1;1
img_1751.png;N;1;0;0;0;0
img_1752.png;N;0;0;0;0;0
img_1753.png;N;0;0;0;0;0
img_1754.png;N;1;1;1;1;1
img_1755.png;N;2;1;2;2;1
img_1756.png;N;1;1;1;1;1
img_1757.png;N;2;2;2;2;2
img_1758.png;N;2;2;2;2;2
img_1759.png;N;0;0;0;0;0
img_1760.png;N;0;0;0;0;0
img_1761.png;N;0;0;0;0;0
img_1762.png;N;0;0;0;0;0
img_1763.png;N;1;0;0;0;0
img_1764.png;N;2;1;1;1;1
img_1765.png;N;2;2;2;2;2
img_1766.png;N;0;0;0;0;0
img_1767.png;N;1;1;1;1;1
img_1768.png;N;1;1;1;1;1
img_1769.png;N;0;0;0;0;0
img_1770.png;N;1;1;0;0;1
img_1771.png;N;0;0;0;0;0
img_1772.png;N;1;0;0;0;1
img_1773.png;N;0;0;0;0;0
img_1774.png;N;0;0;0;0;0
img_1775.png;N;2;1;1;1;1
img_1776.png;N;1;0;0;0;0
img_1777.png;N;1;1;1;1;1
img_1778.png;N;2;2;2;2;2
img_1779.png;N;1;1;1;1;1
img_1780.png;N;1;1;1;1;1
img_1781.png;N;0;0;0;0;0
img_1782.png;N;1;1;0;0;1
img_1783.png;N;2;1;1;1;1
img_1784.png;N;1;1;2;2;1
img_1785.png;N;0;0;0;0;0
img_1786.png;N;2;1;1;1;1
img_1787.png;N;1;1;1;1;1
img_1788.png;N;2;2;1;1;1
img_1789.png;N;1;1;1;1;1
img_1790.png;N;1;1;2;2;1
img_1791.png;N;1;0;0;0;0
img_1792.png;N;0;0;0;0;0
img_1793.png;N;1;1;1;1;1
img_1794.png;N;0;0;0;0;0
img_1795.png;N;2;1;2;2;1
img_1796.png;N;1;1;1;1;1
img_1797.png;N;1;1;1;1;1
img_1798.png;N;0;0;0;0;0
img_1799.png;N;0;0;0;0;0
img_1800.png;N;1;1;1;1;1
img_1801.png;N;1;1;1;1;1
img_1802.png;N;1;1;1;1;1
